mouse,novice,recruit,apprentice,initiate,journeyman,master,grandmaster,legendary,hero,knight,lord,baron,count,duke,grandduke,archduke
Briegull,,,,,,,,0.00008890000,0.00004020000,0.00001820000,0.00000825000,0.00000374000,0.00000170000,0.00000077500,0.00000035200,0.00000001840
Salt Water Snapper,,,,,,,,0.00048900000,0.00022100000,0.00010000000,0.00004540000,0.00002060000,0.00000938000,0.00000426000,0.00000194000,0.00000010100
Shipwrecked,,,,,,,,0.00051900000,0.00023500000,0.00010600000,0.00004810000,0.00002180000,0.00000994000,0.00000452000,0.00000205000,0.00000010700
Mermouse,,,,,,,,0.00059300000,0.00026800000,0.00012100000,0.00005500000,0.00002500000,0.00001140000,0.00000517000,0.00000235000,0.00000012200
Shelder,,,,,,,,0.00064200000,0.00029000000,0.00013100000,0.00005960000,0.00002700000,0.00001230000,0.00000560000,0.00000254000,0.00000013300
Bottled,,,,,,,,0.00083000000,0.00037500000,0.00017000000,0.00007700000,0.00003490000,0.00001590000,0.00000723000,0.00000329000,0.00000017100
Cook,,,,,,,,0.00101000000,0.00045700000,0.00020700000,0.00009380000,0.00004250000,0.00001940000,0.00000880000,0.00000400000,0.00000020900
Buccaneer,,,,,,,,0.00106000000,0.00047900000,0.00021700000,0.00009840000,0.00004460000,0.00002030000,0.00000923000,0.00000420000,0.00000021900
Water Nymph,,,,,,,0.00251000000,0.00117000000,0.00052800000,0.00023900000,0.00010800000,0.00004920000,0.00002240000,0.00001020000,0.00000463000,0.00000024100
Siren,,,,,,,,0.00128000000,0.00058100000,0.00026300000,0.00011900000,0.00005410000,0.00002460000,0.00001120000,0.00000509000,0.00000026500
Squeaken,,,,,,,,0.00137000000,0.00061800000,0.00027900000,0.00012700000,0.00005750000,0.00002620000,0.00001190000,0.00000541000,0.00000028200
Captain,,,,,,,,0.00161000000,0.00072600000,0.00032900000,0.00014900000,0.00006760000,0.00003080000,0.00001400000,0.00000636000,0.00000033200
Leviathan,,,,,,,,0.00171000000,0.00077200000,0.00034900000,0.00015800000,0.00007180000,0.00003270000,0.00001490000,0.00000676000,0.00000035300
Hydra,,,,,,,0.00511000000,0.00238000000,0.00108000000,0.00048700000,0.00022100000,0.00010000000,0.00004560000,0.00002070000,0.00000943000,0.00000049200
Taleweaver,,,,,,,,0.00026900000,0.00012200000,0.00005510000,0.00002500000,0.00001130000,0.00000516000,0.00000235000,0.00000107000,0.00000005560
Scout,,,,,,,,0.00029400000,0.00013300000,0.00006010000,0.00002730000,0.00001240000,0.00000563000,0.00000256000,0.00000116000,0.00000006070
Alchemist,,,,,,,,0.00032400000,0.00014600000,0.00006620000,0.00003000000,0.00001360000,0.00000620000,0.00000282000,0.00000128000,0.00000006680
Pack,,,,,,,,0.00148000000,0.00067000000,0.00030300000,0.00013800000,0.00006240000,0.00002840000,0.00001290000,0.00000587000,0.00000030600
Mystic,,,,,,,,0.00185000000,0.00083800000,0.00037900000,0.00017200000,0.00007800000,0.00003550000,0.00001610000,0.00000734000,0.00000038300
Alnitak,,,,,,,,0.00202000000,0.00091300000,0.00041300000,0.00018700000,0.00008490000,0.00003870000,0.00001760000,0.00000799000,0.00000041700
Soothsayer,,,,,,,,0.00224000000,0.00101000000,0.00045900000,0.00020800000,0.00009440000,0.00004300000,0.00001950000,0.00000888000,0.00000046300
Vanquisher,,,,,,,,0.00247000000,0.00112000000,0.00050400000,0.00022900000,0.00010400000,0.00004730000,0.00002150000,0.00000976000,0.00000050900
Elder,,,,,,,,0.00282000000,0.00127000000,0.00057700000,0.00026200000,0.00011900000,0.00005400000,0.00002460000,0.00001120000,0.00000058200
Protector,,,,,,,,0.00310000000,0.00140000000,0.00063400000,0.00028800000,0.00013000000,0.00005940000,0.00002700000,0.00001230000,0.00000064000
Champion,,,,,,,,0.00341000000,0.00154000000,0.00069700000,0.00031600000,0.00014300000,0.00006530000,0.00002970000,0.00001350000,0.00000070400
Elub Chieftain,,,,,,,,0.00409000000,0.00185000000,0.00083700000,0.00038000000,0.00017200000,0.00007840000,0.00003560000,0.00001620000,0.00000084500
Narrator,,,,,,,,0.00022200000,0.00010100000,0.00004550000,0.00002060000,0.00000936000,0.00000426000,0.00000194000,0.00000088100,0.00000004590
Pathfinder,,,,,,,,0.00024500000,0.00011100000,0.00005000000,0.00002270000,0.00001030000,0.00000469000,0.00000213000,0.00000096900,0.00000005050
Caretaker,,,,,,,,0.00027200000,0.00012300000,0.00005560000,0.00002520000,0.00001140000,0.00000521000,0.00000237000,0.00000108000,0.00000005610
Finder,,,,,,,,0.00087700000,0.00039700000,0.00017900000,0.00008140000,0.00003690000,0.00001680000,0.00000764000,0.00000347000,0.00000018100
Beast Tamer,,,,,,,,0.00124000000,0.00055900000,0.00025300000,0.00011500000,0.00005200000,0.00002370000,0.00001080000,0.00000489000,0.00000025500
Alnilam,,,,,,,,0.00153000000,0.00069200000,0.00031300000,0.00014200000,0.00006440000,0.00002930000,0.00001330000,0.00000606000,0.00000031600
Conjurer,,,,,,,,0.00170000000,0.00076900000,0.00034800000,0.00015800000,0.00007150000,0.00003260000,0.00001480000,0.00000673000,0.00000035100
Conqueror,,,,,,,,0.00187000000,0.00084500000,0.00038200000,0.00017300000,0.00007860000,0.00003580000,0.00001630000,0.00000740000,0.00000038600
Grandfather,,,,,,,,0.00213000000,0.00096500000,0.00043700000,0.00019800000,0.00008980000,0.00004090000,0.00001860000,0.00000845000,0.00000044100
Defender,,,,,,,,0.00235000000,0.00106000000,0.00048100000,0.00021800000,0.00009890000,0.00004500000,0.00002050000,0.00000930000,0.00000048500
Slayer,,,,,,,,0.00258000000,0.00117000000,0.00052900000,0.00024000000,0.00010900000,0.00004950000,0.00002250000,0.00001020000,0.00000053400
Nerg Chieftain,,,,,,,,0.00310000000,0.00140000000,0.00063400000,0.00028800000,0.00013000000,0.00005940000,0.00002700000,0.00001230000,0.00000064000
Renegade,,,,,,,,0.00013600000,0.00006140000,0.00002780000,0.00001260000,0.00000572000,0.00000260000,0.00000118000,0.00000053800,0.00000002810
Wordsmith,,,,,,,,0.00017800000,0.00008040000,0.00003640000,0.00001650000,0.00000749000,0.00000341000,0.00000155000,0.00000070400,0.00000003670
Trailblazer,,,,,,,,0.00019500000,0.00008830000,0.00003990000,0.00001810000,0.00000821000,0.00000374000,0.00000170000,0.00000077300,0.00000004030
Healer,,,,,,,,0.00021200000,0.00009610000,0.00004350000,0.00001970000,0.00000894000,0.00000407000,0.00000185000,0.00000084100,0.00000004390
Grunt,,,,,,,,0.00022500000,0.00010200000,0.00004600000,0.00002090000,0.00000946000,0.00000431000,0.00000196000,0.00000089000,0.00000004640
Spellbinder,,,,,,,,0.00079100000,0.00035800000,0.00016200000,0.00007340000,0.00003330000,0.00001520000,0.00000689000,0.00000313000,0.00000016300
Mintaka,,,,,,,,0.00111000000,0.00050300000,0.00022700000,0.00010300000,0.00004680000,0.00002130000,0.00000969000,0.00000440000,0.00000023000
Seer,,,,,,,,0.00124000000,0.00055900000,0.00025300000,0.00011500000,0.00005200000,0.00002370000,0.00001080000,0.00000489000,0.00000025500
Aged,,,,,,,,0.00171000000,0.00077200000,0.00034900000,0.00015800000,0.00007180000,0.00003270000,0.00001490000,0.00000676000,0.00000035300
Guardian,,,,,,,,0.00188000000,0.00084900000,0.00038400000,0.00017400000,0.00007900000,0.00003600000,0.00001640000,0.00000744000,0.00000038800
Gladiator,,,,,,,,0.00207000000,0.00093500000,0.00042300000,0.00019200000,0.00008700000,0.00003960000,0.00001800000,0.00000819000,0.00000042700
Derr Chieftain,,,,,,,,0.00248000000,0.00112000000,0.00050700000,0.00023000000,0.00010400000,0.00004750000,0.00002160000,0.00000982000,0.00000051200
Swarm of Pygmy Mice,,,,,,,,,0.00064800000,0.00029300000,0.00013300000,0.00006030000,0.00002750000,0.00001250000,0.00000567000,0.00000029600
Pygmy Wrangler,,,,,,,,,0.00145000000,0.00065700000,0.00029800000,0.00013500000,0.00006160000,0.00002800000,0.00001270000,0.00000066300
Primal,,,,,,,,,0.00184000000,0.00083100000,0.00037700000,0.00017100000,0.00007790000,0.00003540000,0.00001610000,0.00000083900
Fetid Swamp,,,,,,,,,0.00233000000,0.00105000000,0.00047800000,0.00021700000,0.00009860000,0.00004480000,0.00002040000,0.00000106000
Stonework Warrior,,,,,,,,,0.00276000000,0.00125000000,0.00056600000,0.00025600000,0.00011700000,0.00005310000,0.00002410000,0.00000126000
Jurassic,,,,,,,,,0.00441000000,0.00199000000,0.00090500000,0.00041000000,0.00018700000,0.00008500000,0.00003860000,0.00000201000
Chitinous,,,,,,,,,0.00496000000,0.00224000000,0.00102000000,0.00046200000,0.00021000000,0.00009560000,0.00004340000,0.00000227000
Magma Carrier,,,,,,,,,0.00551000000,0.00249000000,0.00113000000,0.00051300000,0.00023400000,0.00010600000,0.00004830000,0.00000252000
Whelpling,,,,,,,,,,0.00006620000,0.00003000000,0.00001360000,0.00000620000,0.00000282000,0.00000128000,0.00000006680
Draconic Warden,,,,,,,,,,0.00065200000,0.00029600000,0.00013400000,0.00006110000,0.00002780000,0.00001260000,0.00000065800
Dragon,,,,,,,,,,0.00375000000,0.00170000000,0.00077100000,0.00035100000,0.00016000000,0.00007260000,0.00000379000
Davy Jones,,,,,,,,,,0.00045500000,0.00020600000,0.00009360000,0.00004260000,0.00001940000,0.00000881000,0.00000045900
Twisted Fiend,,,,,,,,,,0.00053100000,0.00024100000,0.00010900000,0.00004970000,0.00002260000,0.00001030000,0.00000053600
Brimstone,,,,,,,,,,0.00056600000,0.00025700000,0.00011600000,0.00005300000,0.00002410000,0.00001100000,0.00000057100
Tidal Fisher,,,,,,,,,,0.00074300000,0.00033700000,0.00015300000,0.00006960000,0.00003160000,0.00001440000,0.00000075000
Enslaved Spirit,,,,,,,,,,0.00101000000,0.00045900000,0.00020800000,0.00009470000,0.00004300000,0.00001960000,0.00000102000
Riptide,,,,,,,,,,0.00162000000,0.00073400000,0.00033300000,0.00015200000,0.00006890000,0.00003130000,0.00000163000
Derr Lich,,,,,,,,,,0.00162000000,0.00073600000,0.00033400000,0.00015200000,0.00006910000,0.00003140000,0.00000164000
Nerg Lich,,,,,,,,,,0.00203000000,0.00092000000,0.00041700000,0.00019000000,0.00008640000,0.00003930000,0.00000205000
Elub Lich,,,,,,,,,,0.00268000000,0.00122000000,0.00055100000,0.00025100000,0.00011400000,0.00005190000,0.00000270000
Balack the Banished,,,,,,,,,,0.00404000000,0.00183000000,0.00083200000,0.00037900000,0.00017200000,0.00007830000,0.00000408000
Whirleygig,,,,,,,,,,,0.00004590000,0.00002080000,0.00000947000,0.00000430000,0.00000196000,0.00000010200
Over-Prepared,,,,,,,,,,,0.00004590000,0.00002080000,0.00000947000,0.00000430000,0.00000196000,0.00000010200
Monarch,,,,,,,,,,,0.00005730000,0.00002600000,0.00001180000,0.00000538000,0.00000245000,0.00000012800
Hydrophobe,,,,,,,,,,,0.00006880000,0.00003120000,0.00001420000,0.00000646000,0.00000294000,0.00000015300
Hot Head,,,,,,,,,,,0.00007750000,0.00003510000,0.00001600000,0.00000728000,0.00000331000,0.00000017200
Pumpkin Head,,,,,,,,,,,0.00007750000,0.00003510000,0.00001600000,0.00000728000,0.00000331000,0.00000017200
Penguin,,,,,,,,,,,0.00007750000,0.00003510000,0.00001600000,0.00000728000,0.00000331000,0.00000017200
Derpicorn,,,,,,,,,,,0.00008600000,0.00003900000,0.00001780000,0.00000807000,0.00000367000,0.00000019100
Scarecrow,,,,,,,,,,,0.00008600000,0.00003900000,0.00001780000,0.00000807000,0.00000367000,0.00000019100
Firefly,,,,,,,,,,,0.00022700000,0.00010300000,0.00004690000,0.00002130000,0.00000969000,0.00000050500
Frostbite,,,,,,,,,,,0.00026100000,0.00011900000,0.00005400000,0.00002450000,0.00001120000,0.00000058200
Tanglefoot,,,,,,,,,,,0.00027100000,0.00012300000,0.00005600000,0.00002540000,0.00001160000,0.00000060300
Spring Familiar,,,,,,,,,,,0.00031200000,0.00014100000,0.00006440000,0.00002930000,0.00001330000,0.00000069400
Fall Familiar,,,,,,,,,,,0.00034200000,0.00015500000,0.00007060000,0.00003210000,0.00001460000,0.00000076100
Puddlemancer,,,,,,,,,,,0.00036000000,0.00016300000,0.00007440000,0.00003380000,0.00001540000,0.00000080200
Harvest Harrier,,,,,,,,,,,0.00039500000,0.00017900000,0.00008150000,0.00003710000,0.00001680000,0.00000087900
Icicle,,,,,,,,,,,0.00041200000,0.00018700000,0.00008510000,0.00003870000,0.00001760000,0.00000091700
Vinetail,,,,,,,,,,,0.00045300000,0.00020500000,0.00009360000,0.00004250000,0.00001930000,0.00000101000
Stinger,,,,,,,,,,,0.00047500000,0.00021500000,0.00009800000,0.00004460000,0.00002030000,0.00000106000
Firebreather,,,,,,,,,,,0.00052200000,0.00023700000,0.00010800000,0.00004900000,0.00002230000,0.00000116000
Bruticle,,,,,,,,,,,0.00056900000,0.00025800000,0.00011800000,0.00005350000,0.00002430000,0.00000127000
Summer Mage,,,,,,,,,,,0.00056900000,0.00025800000,0.00011800000,0.00005350000,0.00002430000,0.00000127000
Harvester,,,,,,,,,,,0.00059900000,0.00027200000,0.00012400000,0.00005630000,0.00002560000,0.00000133000
Winter Mage,,,,,,,,,,,0.00062100000,0.00028200000,0.00012800000,0.00005830000,0.00002650000,0.00000138000
Mystic Pawn,,,,,,,,,,,0.00027500000,0.00012500000,0.00005680000,0.00002580000,0.00001170000,0.00000061200
Technic Pawn,,,,,,,,,,,0.00027500000,0.00012500000,0.00005680000,0.00002580000,0.00001170000,0.00000061200
Mystic Knight,,,,,,,,,,,0.00059600000,0.00027000000,0.00012300000,0.00005590000,0.00002540000,0.00000133000
Technic Knight,,,,,,,,,,,0.00059600000,0.00027000000,0.00012300000,0.00005590000,0.00002540000,0.00000133000
Mystic Bishop,,,,,,,,,,,0.00127000000,0.00057600000,0.00026300000,0.00011900000,0.00005420000,0.00000283000
Technic Bishop,,,,,,,,,,,0.00127000000,0.00057600000,0.00026300000,0.00011900000,0.00005420000,0.00000283000
Mystic Rook,,,,,,,,,,,0.00227000000,0.00103000000,0.00046900000,0.00021300000,0.00009690000,0.00000505000
Technic Rook,,,,,,,,,,,0.00227000000,0.00103000000,0.00046900000,0.00021300000,0.00009690000,0.00000505000
Mystic Queen,,,,,,,,,,,0.00253000000,0.00115000000,0.00052300000,0.00023800000,0.00010800000,0.00000563000
Technic Queen,,,,,,,,,,,0.00253000000,0.00115000000,0.00052300000,0.00023800000,0.00010800000,0.00000563000
Mystic King,,,,,,,,,,,0.00308000000,0.00140000000,0.00063700000,0.00029000000,0.00013200000,0.00000686000
Technic King,,,,,,,,,,,0.00308000000,0.00140000000,0.00063700000,0.00029000000,0.00013200000,0.00000686000
Chess Master,,,,,,,,,,,0.00411000000,0.00187000000,0.00085000000,0.00038600000,0.00017600000,0.00000915000
Explorator,,,,,,,,,,,0.00018900000,0.00008580000,0.00003910000,0.00001780000,0.00000807000,0.00000042100
Pocketwatch,,,,,,,,,,,0.00022000000,0.00009980000,0.00004550000,0.00002070000,0.00000939000,0.00000049000
Steam Grip,,,,,,,,,,,0.00027500000,0.00012500000,0.00005680000,0.00002580000,0.00001170000,0.00000061200
Bookborn,,,,,,,,,,,0.00040900000,0.00018600000,0.00008450000,0.00003840000,0.00001750000,0.00000091100
Flutterby,,,,,,,,,,,0.00041300000,0.00018700000,0.00008520000,0.00003870000,0.00001760000,0.00000091800
Tome Sprite,,,,,,,,,,,0.00048100000,0.00021800000,0.00009940000,0.00004520000,0.00002050000,0.00000107000
Scribe,,,,,,,,,,,0.00048100000,0.00021800000,0.00009940000,0.00004520000,0.00002050000,0.00000107000
Infiltrator,,,,,,,,,,,0.00054300000,0.00024600000,0.00011200000,0.00005100000,0.00002320000,0.00000121000
Effervescent,,,,,,,,,,,0.00055000000,0.00025000000,0.00011400000,0.00005170000,0.00002350000,0.00000122000
Walker,,,,,,,,,,,0.00058500000,0.00026500000,0.00012100000,0.00005490000,0.00002490000,0.00000130000
Aether,,,,,,,,,,,0.00193000000,0.00087300000,0.00039800000,0.00018100000,0.00008220000,0.00000429000
Zurreal the Eternal,,,,,,,,,,,0.00272000000,0.00123000000,0.00056100000,0.00025500000,0.00011600000,0.00000605000
M400,,,,,,,,,,,0.02750000000,0.01250000000,0.00568000000,0.00258000000,0.00117000000,0.00006120000
Caravan Guard,,,,,,,,,,,,0.00001500000,0.00000682000,0.00000310000,0.00000141000,0.00000007350
Crimson Commander,,,,,,,,,,,,0.00016600000,0.00007580000,0.00003440000,0.00001570000,0.00000081600
Desert Soldier,,,,,,,,,,,,0.00019100000,0.00008710000,0.00003960000,0.00001800000,0.00000093900
Desert Archer,,,,,,,,,,,,0.00021300000,0.00009700000,0.00004410000,0.00002000000,0.00000104000
Vanguard,,,,,,,,,,,,0.00023300000,0.00010600000,0.00004820000,0.00002190000,0.00000114000
Flame Warrior,,,,,,,,,,,,0.00029900000,0.00013600000,0.00006200000,0.00002820000,0.00000147000
Flame Archer,,,,,,,,,,,,0.00033100000,0.00015100000,0.00006850000,0.00003120000,0.00000162000
Crimson Titan,,,,,,,,,,,,0.00033300000,0.00015200000,0.00006890000,0.00003130000,0.00000163000
Sentinel,,,,,,,,,,,,0.00035400000,0.00016100000,0.00007340000,0.00003330000,0.00000174000
Crimson Ranger,,,,,,,,,,,,0.00036600000,0.00016700000,0.00007580000,0.00003440000,0.00000180000
Sand Cavalry,,,,,,,,,,,,0.00039900000,0.00018200000,0.00008270000,0.00003760000,0.00000196000
Crimson Watch,,,,,,,,,,,,0.00040300000,0.00018300000,0.00008330000,0.00003790000,0.00000198000
Gargantuamouse,,,,,,,,,,,,0.00041600000,0.00018900000,0.00008610000,0.00003910000,0.00000204000
Sandwing Cavalry,,,,,,,,,,,,0.00043900000,0.00020000000,0.00009090000,0.00004130000,0.00000215000
Inferno Mage,,,,,,,,,,,,0.00044100000,0.00020100000,0.00009130000,0.00004150000,0.00000216000
Magmarage,,,,,,,,,,,,0.00049900000,0.00022700000,0.00010300000,0.00004700000,0.00000245000
Flame Ordnance,,,,,,,,,,,,0.00054900000,0.00025000000,0.00011400000,0.00005170000,0.00000269000
Theurgy Warden,,,,,,,,,,,,0.00156000000,0.00071000000,0.00032300000,0.00014700000,0.00000765000
Warmonger,,,,,,,,,,,,0.00416000000,0.00189000000,0.00086100000,0.00039100000,0.00002040000
Snake Charmer,,,,,,,,,,,,0.00006550000,0.00002980000,0.00001360000,0.00000616000,0.00000032100
Pie Thief,,,,,,,,,,,,0.00012900000,0.00005860000,0.00002660000,0.00001210000,0.00000063200
Falling Carpet,,,,,,,,,,,,0.00015300000,0.00006960000,0.00003160000,0.00001440000,0.00000075000
Desert Architect,,,,,,,,,,,,0.00015600000,0.00007100000,0.00003230000,0.00001470000,0.00000076500
Spice Merchant,,,,,,,,,,,,0.00017200000,0.00007810000,0.00003550000,0.00001610000,0.00000084200
Limestone Miner,,,,,,,,,,,,0.00021800000,0.00009940000,0.00004520000,0.00002050000,0.00000107000
Market Guard,,,,,,,,,,,,0.00022900000,0.00010400000,0.00004740000,0.00002150000,0.00000112000
Lumberjack,,,,,,,,,,,,0.00024200000,0.00011000000,0.00005000000,0.00002270000,0.00000119000
Glass Blower,,,,,,,,,,,,0.00028100000,0.00012800000,0.00005810000,0.00002640000,0.00000138000
Blacksmith,,,,,,,,,,,,0.00036400000,0.00016600000,0.00007530000,0.00003420000,0.00000179000
Market Thief,,,,,,,,,,,,0.00039000000,0.00017800000,0.00008070000,0.00003670000,0.00000191000
Mage Weaver,,,,,,,,,,,,0.00046800000,0.00021300000,0.00009690000,0.00004400000,0.00000230000
Desert Nomad,,,,,,,,,,,,0.00062400000,0.00028400000,0.00012900000,0.00005870000,0.00000306000
Living Salt,,,,,,,,,,,0.00005270000,0.00002390000,0.00001090000,0.00000495000,0.00000225000,0.00000011700
Living Ice,,,,,,,,,,,0.00006300000,0.00002860000,0.00001300000,0.00000592000,0.00000269000,0.00000014000
Chipper,,,,,,,,,,,0.00015600000,0.00007070000,0.00003220000,0.00001460000,0.00000665000,0.00000034700
Incompetent Ice Climber,,,,,,,,,,,0.00018000000,0.00008160000,0.00003720000,0.00001690000,0.00000768000,0.00000040000
Icebreaker,,,,,,,,,,,0.00020100000,0.00009100000,0.00004140000,0.00001880000,0.00000856000,0.00000044600
Snow Soldier,,,,,,,,,,,0.00022100000,0.00010000000,0.00004570000,0.00002080000,0.00000944000,0.00000049200
Polar Bear,,,,,,,,,,,0.00023300000,0.00010600000,0.00004810000,0.00002180000,0.00000993000,0.00000051800
Saboteur,,,,,,,,,,,0.00023400000,0.00010600000,0.00004830000,0.00002200000,0.00000998000,0.00000052000
Stickybomber,,,,,,,,,,,0.00023500000,0.00010700000,0.00004850000,0.00002210000,0.00001000000,0.00000052300
Heavy Blaster,,,,,,,,,,,0.00024800000,0.00011200000,0.00005110000,0.00002320000,0.00001060000,0.00000055100
Iceblock,,,,,,,,,,,0.00025600000,0.00011600000,0.00005280000,0.00002400000,0.00001090000,0.00000056900
Frostlance Guard,,,,,,,,,,,0.00025600000,0.00011600000,0.00005280000,0.00002400000,0.00001090000,0.00000056900
Snow Slinger,,,,,,,,,,,0.00026900000,0.00012200000,0.00005560000,0.00002530000,0.00001150000,0.00000059900
Wolfskie,,,,,,,,,,,0.00028300000,0.00012800000,0.00005850000,0.00002660000,0.00001210000,0.00000063000
Snowblind,,,,,,,,,,,0.00030500000,0.00013800000,0.00006300000,0.00002860000,0.00001300000,0.00000067900
Snow Sniper,,,,,,,,,,,0.00032100000,0.00014600000,0.00006630000,0.00003010000,0.00001370000,0.00000071400
Yeti,,,,,,,,,,,0.00033800000,0.00015300000,0.00006980000,0.00003170000,0.00001440000,0.00000075300
Mammoth,,,,,,,,,,,0.00035500000,0.00016100000,0.00007340000,0.00003340000,0.00001520000,0.00000079100
Snow Bowler,,,,,,,,,,,0.00040100000,0.00018200000,0.00008290000,0.00003770000,0.00001710000,0.00000089300
Water Wielder,,,,,,,,,,,0.00045300000,0.00020500000,0.00009350000,0.00004250000,0.00001930000,0.00000101000
Iceblade,,,,,,,,,,,0.00050100000,0.00022700000,0.00010300000,0.00004700000,0.00002140000,0.00000111000
Lord Splodington,,,,,,,,,,,0.00071700000,0.00032500000,0.00014800000,0.00006730000,0.00003060000,0.00000160000
Frostwing Commander,,,,,,,,,,,0.00077900000,0.00035300000,0.00016100000,0.00007320000,0.00003330000,0.00000173000
Princess Fist,,,,,,,,,,,0.00079100000,0.00035900000,0.00016300000,0.00007430000,0.00003380000,0.00000176000
Lady Coldsnap,,,,,,,,,,,0.00096400000,0.00043700000,0.00019900000,0.00009050000,0.00004110000,0.00000215000
General Drheller,,,,,,,,,,,0.00126000000,0.00057000000,0.00026000000,0.00011800000,0.00005360000,0.00000280000
Icewing,,,,,,,,,,,0.00183000000,0.00083200000,0.00037900000,0.00017200000,0.00007830000,0.00000408000
Deep,,,,,,,,,,,0.00493000000,0.00224000000,0.00102000000,0.00046300000,0.00021000000,0.00001100000
Thirsty,,,,,,,,,,,,0.00001560000,0.00000710000,0.00000323000,0.00000147000,0.00000007650
Dehydrated,,,,,,,,,,,,0.00003120000,0.00001420000,0.00000646000,0.00000294000,0.00000015300
Thistle,,,,,,,,,,,,0.00014600000,0.00006630000,0.00003010000,0.00001370000,0.00000071400
Barkshell,,,,,,,,,,,,0.00015600000,0.00007100000,0.00003230000,0.00001470000,0.00000076500
Bark,,,,,,,,,,,,0.00017700000,0.00008050000,0.00003660000,0.00001660000,0.00000086700
Camoflower,,,,,,,,,,,,0.00017700000,0.00008050000,0.00003660000,0.00001660000,0.00000086700
Twisted Lilly,,,,,,,,,,,,0.00017700000,0.00008050000,0.00003660000,0.00001660000,0.00000086700
Thorn,,,,,,,,,,,,0.00019800000,0.00009000000,0.00004090000,0.00001860000,0.00000096900
Strawberry Hotcakes,,,,,,,,,,,,0.00022900000,0.00010400000,0.00004740000,0.00002150000,0.00000112000
Calalilly,,,,,,,,,,,,0.00023900000,0.00010900000,0.00004950000,0.00002250000,0.00000117000
Fungal Spore,,,,,,,,,,,,0.00023900000,0.00010900000,0.00004950000,0.00002250000,0.00000117000
Twisted Hotcakes,,,,,,,,,,,,0.00025000000,0.00011400000,0.00005170000,0.00002350000,0.00000122000
Shroom,,,,,,,,,,,,0.00026000000,0.00011800000,0.00005380000,0.00002450000,0.00000128000
Camofusion,,,,,,,,,,,,0.00030100000,0.00013700000,0.00006240000,0.00002840000,0.00000148000
Carmine the Apothecary,,,,,,,,,,,,0.00052000000,0.00023700000,0.00010800000,0.00004890000,0.00000255000
Twisted Carmine,,,,,,,,,,,,0.00156000000,0.00071000000,0.00032300000,0.00014700000,0.00000765000
Shattered Carmine,,,,,,,,,,,,0.00351000000,0.00160000000,0.00072600000,0.00033000000,0.00001720000
Cursed,,,,,,,,,,,,0.00010400000,0.00004740000,0.00002150000,0.00000978000,0.00000051000
Corrupt,,,,,,,,,,,,0.00013000000,0.00005920000,0.00002690000,0.00001220000,0.00000063800
Ethereal Enchanter,,,,,,,,,,,,0.00021800000,0.00009940000,0.00004520000,0.00002050000,0.00000107000
Ethereal Engineer,,,,,,,,,,,,0.00023900000,0.00010900000,0.00004950000,0.00002250000,0.00000117000
Ethereal Librarian,,,,,,,,,,,,0.00026000000,0.00011800000,0.00005380000,0.00002450000,0.00000128000
Ethereal Thief,,,,,,,,,,,,0.00026000000,0.00011800000,0.00005380000,0.00002450000,0.00000128000
Cursed Enchanter,,,,,,,,,,,,0.00029100000,0.00013300000,0.00006030000,0.00002740000,0.00000143000
Cursed Engineer,,,,,,,,,,,,0.00032200000,0.00014700000,0.00006670000,0.00003030000,0.00000158000
Essence Collector,,,,,,,,,,,,0.00035300000,0.00016100000,0.00007320000,0.00003330000,0.00000173000
Essence Guardian,,,,,,,,,,,,0.00035300000,0.00016100000,0.00007320000,0.00003330000,0.00000173000
Cursed Thief,,,,,,,,,,,,0.00035300000,0.00016100000,0.00007320000,0.00003330000,0.00000173000
Cursed Librarian,,,,,,,,,,,,0.00041600000,0.00018900000,0.00008610000,0.00003910000,0.00000204000
Dark Magi,,,,,,,,,,,,0.00304000000,0.00139000000,0.00063000000,0.00028600000,0.00001490000
Sand Pilgrim,,,,,,,,,,,,0.00020800000,0.00009470000,0.00004300000,0.00001960000,0.00000102000
Spiky Devil,,,,,,,,,,,,0.00020800000,0.00009470000,0.00004300000,0.00001960000,0.00000102000
Grubling,,,,,,,,,,,,0.00022900000,0.00010400000,0.00004740000,0.00002150000,0.00000112000
Grubling Herder,,,,,,,,,,,,0.00024400000,0.00011100000,0.00005060000,0.00002300000,0.00000120000
Dunehopper,,,,,,,,,,,,0.00025000000,0.00011400000,0.00005170000,0.00002350000,0.00000122000
Quesodillo,,,,,,,,,,,,0.00025000000,0.00011400000,0.00005170000,0.00002350000,0.00000122000
Sand Colossus,,,,,,,,,,,,0.00027000000,0.00012300000,0.00005600000,0.00002540000,0.00000133000
Sarcophamouse,,,,,,,,,,,,0.00027000000,0.00012300000,0.00005600000,0.00002540000,0.00000133000
Scarab,,,,,,,,,,,,0.00039500000,0.00018000000,0.00008180000,0.00003720000,0.00000194000
Serpentine,,,,,,,,,,,,0.00039500000,0.00018000000,0.00008180000,0.00003720000,0.00000194000
King Grub,,,,,,,,,,,,0.00055100000,0.00025100000,0.00011400000,0.00005190000,0.00000270000
King Scarab,,,,,,,,,,,,0.00286000000,0.00130000000,0.00059200000,0.00026900000,0.00001400000
Tumbleweed,,,,,,,,,,,0.00005730000,0.00002600000,0.00001180000,0.00000538000,0.00000245000,0.00000012800
Saloon Gal,,,,,,,,,,,0.00008020000,0.00003640000,0.00001660000,0.00000753000,0.00000342000,0.00000017900
